EC3D    91.2   87.9 -1  1    0.00    0.00
AS1E   113.0   50.0  1  1    0.00    0.00
AS2E   231.5   31.7  1  1    0.00    0.00
EC1E    57.4   91.6  1  1    0.00    0.00
EC2E    82.7   92.4  1  1    0.00    0.00
EC3E    91.2   87.9 -1  1    0.00    0.00
ID1E   116.4   91.5 -1 -1    0.00    0.00
AS1F   113.0   50.0  1  1    0.00    0.00
AS2F   231.5   31.7  1  1    0.00    0.00
CC1F     0.6   83.3  1  1    0.00    0.00
EC1F    57.4   91.6  1  1    0.00    0.00
EC2F    82.7   92.4  1  1    0.00    0.00
EC3F    91.2   87.9 -1  1    0.00    0.00
AS1G   113.0   50.0  1  1    0.00    0.00
AS2G   231.5   31.7  1  1    0.00    0.00
CC1G     0.6   83.3  1  1    0.00    0.00
EC1G    57.4   91.6  1  1    0.00    0.00
EC2G    82.7   92.4  1  1    0.00    0.00
EC3G    91.2   87.9 -1  1    0.00    0.00
             116  48  48   0 1
AS1A   220.1   72.0  1  1    0.00    0.00
AS2A   240.5   86.1  1  1    0.00    0.00
CC1A   300.0   79.9  1  1    0.00    0.00
EC1A    40.7   36.8 -1 -1    0.00    0.00
EC2A   124.8   54.6 -1 -1    0.00    0.00
EC3A   153.0   56.9 -1 -1    0.00    0.00
ID1A   165.6   81.7 -1 -1    0.00    0.00
AS1B   220.1   72.0  1  1    0.00    0.00
AS2B   240.5   86.1  1  1    0.00    0.00
CC1B   300.0   79.9  1  1    0.00    0.00
EC1B    40.7   36.8 -1 -1    0.00    0.00
EC2B   124.8   54.6 -1 -1    0.00    0.00
EC3B   153.0   56.9 -1 -1    0.00    0.00
ID1B   165.6   81.7 -1 -1    0.00    0.00
AS1C   220.1   72.0  1  1    0.00    0.00
AS2C   240.5   86.1  1  1    0.00    0.00
CC1C   300.0   79.9  1  1    0.00    0.00
EC1C    40.7   36.8 -1 -1    0.00    0.00
EC2C   124.8   54.6 -1 -1    0.00    0.00
ID1C   165.6   81.7 -1 -1    0.00    0.00
AS1D   220.1   72.0  1  1    0.00    0.00
AS2D   240.5   86.1  1  1    0.00    0.00
CC1D   300.0   79.9  1  1    0.00    0.00
EC1D    40.7   36.8 -1 -1    0.00    0.00
EC2D   124.8   54.6 -1 -1    0.00    0.00
EC3D   153.0   56.9 -1 -1    0.00    0.00
ID1D   165.6   81.7 -1 -1    0.00    0.00
AS1E   220.1   72.0  1  1    0.00    0.00
AS2E   240.5   86.1  1  1    0.00    0.00
CC1E   300.0   79.9  1  1    0.00    0.00
EC1E    40.7   36.8 -1 -1    0.00    0.00
EC2E   124.8   54.6 -1 -1    0.00    0.00
EC3E   153.0   56.9 -1 -1    0.00    0.00
ID1E   165.6   81.7 -1 -1    0.00    0.00
AS1F   220.1   72.0  1  1    0.00    0.00
AS2F   240.5   86.1  1  1    0.00    0.00
CC1F   300.0   79.9  1  1    0.00    0.00
