2017  6 23  1 16  4.020  1.0   45.9397  -129.9957   0.87   0.2000   0.3000    45   268              100    98.1   65.6  -172.1   35.3   37.4   0.000  D   0.464 0.31
        270.00    40.00   170.00  -0.6428   0.0000   0.7660   0.1330  -0.9848   0.1116
        280.00    85.00  -120.00  -0.9811  -0.1730   0.0872   0.0125  -0.5055  -0.8627
        275.29    70.00  -110.00  -0.9357  -0.0867   0.3420  -0.2885  -0.3702  -0.8830
        100.14    80.00  -170.00   0.9694   0.1734   0.1736  -0.1437   0.9747  -0.1710
        105.00    85.00   180.00   0.9623   0.2578   0.0872  -0.2588   0.9659   0.0000
        105.21    80.00   180.00   0.9503   0.2584   0.1736  -0.2624   0.9650   0.0000
        283.85    65.00  -160.00  -0.8800  -0.2169   0.4226   0.0845  -0.9470  -0.3100
         95.14    75.00  -135.00   0.9620   0.0866   0.2588   0.1189   0.7207  -0.6830
        273.27    50.00  -175.00  -0.7648  -0.0437   0.6428   0.0009  -0.9978  -0.0668
        275.29    70.00  -175.00  -0.9357  -0.0867   0.3420   0.0622  -0.9947  -0.0819
        110.28    80.00  -140.00   0.9237   0.3414   0.1736  -0.1608   0.7572  -0.6330
        100.29    75.00  -125.00   0.9504   0.1725   0.2588   0.1062   0.6022  -0.7912
        275.00    90.00   170.00   0.9962   0.0872  -0.0000  -0.0858   0.9811  -0.1736
         90.00    60.00   160.00   0.8660   0.0000   0.5000  -0.1710   0.9397   0.2962
         85.00    90.00  -180.00  -0.9962   0.0872  -0.0000  -0.0872  -0.9962   0.0000
         85.00    90.00   150.00  -0.9962   0.0872  -0.0000  -0.0755  -0.8627  -0.5000
        286.36    50.00  -170.00  -0.7350  -0.2158   0.6428   0.1704  -0.9764  -0.1330
        113.48    40.00  -160.00   0.5896   0.2561   0.7660  -0.1341   0.9663  -0.2198
        270.00    85.00  -125.00  -0.9962  -0.0000   0.0872  -0.0714  -0.5736  -0.8160
         95.00    85.00   165.00   0.9924   0.0868   0.0872  -0.1067   0.9603   0.2578
        285.00    85.00  -145.00  -0.9623  -0.2578   0.0872   0.1637  -0.8042  -0.5714
         95.54    65.00  -150.00   0.9021   0.0875   0.4226   0.1267   0.8824  -0.4532
         95.29    70.00   135.00   0.9357   0.0867   0.3420  -0.3061   0.6818   0.6645
         90.00    45.00  -175.00   0.7071   0.0000   0.7071   0.0616   0.9962  -0.0616
        272.54    80.00   160.00  -0.9838  -0.0436   0.1736   0.1009  -0.9361   0.3368
         95.00    90.00   155.00  -0.9962  -0.0872  -0.0000   0.0790  -0.9029  -0.4226
